<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SBS,20210217,6.3000,6.5000,6.2000,6.5000,1014000,6.3000,6.5000,6.2000,6.5000,0,0,0
SBS,20210209,6.1000,6.5000,5.7000,6.3000,1324800,6.1000,6.5000,5.7000,6.3000,0,50300,0
SBS,20210208,6.5000,6.6000,5.5000,6.2000,2507900,6.5000,6.6000,5.5000,6.2000,0,119200,0
SBS,20210205,6.5000,6.6000,6.2000,6.5000,1824848,6.5000,6.6000,6.2000,6.5000,0,0,0
SBS,20210204,6.4000,6.8000,6.3000,6.4000,1454475,6.4000,6.8000,6.3000,6.4000,0,100,0
SBS,20210203,5.7000,6.4000,5.6000,6.4000,2840002,5.7000,6.4000,5.6000,6.4000,0,0,0
SBS,20210202,5.6000,6.1000,5.4000,5.8000,1106700,5.6000,6.1000,5.4000,5.8000,0,2000,0
SBS,20210201,5.5000,5.7000,5.0000,5.6000,2377500,5.5000,5.7000,5.0000,5.6000,0,18300,0
SBS,20210129,4.6000,5.7000,4.6000,5.4000,4918703,4.6000,5.7000,4.6000,5.4000,0,3200,0
SBS,20210128,5.5000,5.5000,5.3000,5.3000,370289,5.5000,5.5000,5.3000,5.3000,0,0,0
SBS,20210127,6.9000,6.9000,6.1000,6.1000,3300051,6.9000,6.9000,6.1000,6.1000,0,20,100
SBS,20210126,8.0000,8.0000,6.9000,6.9000,3251297,8.0000,8.0000,6.9000,6.9000,0,10,0
SBS,20210125,8.7000,9.0000,7.7000,7.8000,4209196,8.7000,9.0000,7.7000,7.8000,0,0,0
SBS,20210122,7.6000,8.7000,7.6000,8.7000,4205300,7.6000,8.7000,7.6000,8.7000,0,0,500
SBS,20210121,7.2000,7.8000,7.1000,7.8000,4511187,7.2000,7.8000,7.1000,7.8000,0,100,0
SBS,20210120,7.1000,7.5000,6.1000,7.1000,3736914,7.1000,7.5000,6.1000,7.1000,0,100,0
SBS,20210119,6.8000,7.5000,6.0000,7.1000,5143890,6.8000,7.5000,6.0000,7.1000,0,200,200
SBS,20210118,6.2000,7.0000,5.9000,7.0000,5389041,6.2000,7.0000,5.9000,7.0000,0,0,0
SBS,20210115,6.0000,6.2000,5.9000,6.1000,3622865,6.0000,6.2000,5.9000,6.1000,0,32300,20000
SBS,20210114,5.4000,6.0000,5.3000,5.9000,3599027,5.4000,6.0000,5.3000,5.9000,0,0,400
SBS,20210113,5.7000,5.7000,5.3000,5.4000,2150200,5.7000,5.7000,5.3000,5.4000,0,0,0
SBS,20210112,6.0000,6.0000,5.4000,5.7000,3332100,6.0000,6.0000,5.4000,5.7000,0,0,10000
SBS,20210111,5.5000,6.0000,5.5000,5.9000,3312900,5.5000,6.0000,5.5000,5.9000,0,0,10000
SBS,20210108,5.0000,5.6000,5.3000,5.6000,4075100,5.0000,5.6000,5.3000,5.6000,0,400,500
SBS,20210107,4.7000,5.4000,4.6000,5.2000,4450400,4.7000,5.4000,4.6000,5.2000,0,4000,4000
SBS,20210106,4.9000,4.9000,4.6000,4.8000,2977022,4.9000,4.9000,4.6000,4.8000,0,0,0
SBS,20210105,5.2000,5.4000,4.7000,4.9000,3408700,5.2000,5.4000,4.7000,4.9000,0,0,31000
SBS,20210104,5.5000,5.5000,5.0000,5.2000,2641000,5.5000,5.5000,5.0000,5.2000,0,5000,0
SBS,20201231,5.0000,5.2000,4.8000,5.2000,1784900,5.0000,5.2000,4.8000,5.2000,0,18000,0
SBS,20201230,5.5000,5.5000,4.7000,5.0000,3800822,5.5000,5.5000,4.7000,5.0000,0,18000,0
SBS,20201229,5.1000,5.7000,5.0000,5.5000,3771500,5.1000,5.7000,5.0000,5.5000,0,32800,10000
SBS,20201228,4.5000,5.0000,4.5000,5.0000,3481800,4.5000,5.0000,4.5000,5.0000,0,100,0
SBS,20201225,4.0000,4.6000,3.5000,4.6000,4670567,4.0000,4.6000,3.5000,4.6000,0,400,0
SBS,20201224,4.4000,4.5000,4.0000,4.0000,5335900,4.4000,4.5000,4.0000,4.0000,0,4100,0
SBS,20201223,5.1000,5.1000,3.9000,4.4000,6273500,5.1000,5.1000,3.9000,4.4000,0,0,0
SBS,20201222,4.5000,4.6000,3.4000,4.6000,1842908,4.5000,4.6000,3.4000,4.6000,1000000,0,0
SBS,20201221,4.0000,4.0000,3.7000,4.0000,2887929,4.0000,4.0000,3.7000,4.0000,0,0,21019
SBS,20201218,3.5000,3.6000,3.2000,3.6000,1821300,3.5000,3.6000,3.2000,3.6000,0,1700,23700
SBS,20201217,3.2000,3.2000,3.0000,3.2000,8501400,3.2000,3.2000,3.0000,3.2000,0,1700,23700
SBS,20201216,2.8000,2.8000,2.7000,2.8000,1941116,2.8000,2.8000,2.7000,2.8000,0,0,35000
SBS,20201215,2.5000,2.5000,2.4000,2.5000,2329770,2.5000,2.5000,2.4000,2.5000,0,0,35000
SBS,20201214,2.0000,2.3000,2.0000,2.3000,3067919,2.0000,2.3000,2.0000,2.3000,0,0,49000
SBS,20201211,2.0000,2.0000,1.8000,2.0000,4829784,2.0000,2.0000,1.8000,2.0000,0,0,0
SBS,20201210,1.8000,1.8000,1.8000,1.8000,730244,1.8000,1.8000,1.8000,1.8000,0,0,40000
SBS,20201209,1.5000,1.7000,1.4000,1.7000,2259920,1.5000,1.7000,1.4000,1.7000,0,0,0
SBS,20201208,1.4000,1.5000,1.4000,1.5000,802508,1.4000,1.5000,1.4000,1.5000,0,0,0
SBS,20201207,1.4000,1.4000,1.3000,1.4000,607400,1.4000,1.4000,1.3000,1.4000,0,0,18000
SBS,20201204,1.4000,1.5000,1.3000,1.5000,550153,1.4000,1.5000,1.3000,1.5000,0,0,0
SBS,20201203,1.5000,1.5000,1.4000,1.4000,333800,1.5000,1.5000,1.4000,1.4000,0,0,0
SBS,20201202,1.5000,1.5000,1.3000,1.5000,619000,1.5000,1.5000,1.3000,1.5000,0,18000,0
SBS,20201201,1.3000,1.4000,1.2000,1.4000,1239500,1.3000,1.4000,1.2000,1.4000,0,18000,0
SBS,20201130,1.4000,1.4000,1.3000,1.4000,362300,1.4000,1.4000,1.3000,1.4000,0,0,0
SBS,20201127,1.3000,1.4000,1.2000,1.3000,346100,1.3000,1.4000,1.2000,1.3000,0,0,0
SBS,20201126,1.4000,1.5000,1.3000,1.3000,875850,1.4000,1.5000,1.3000,1.3000,0,0,0
SBS,20201125,1.4000,1.6000,1.4000,1.5000,674200,1.4000,1.6000,1.4000,1.5000,0,0,0
SBS,20201124,1.4000,1.4000,1.3000,1.4000,1107200,1.4000,1.4000,1.3000,1.4000,0,0,0
SBS,20201123,1.3000,1.3000,1.3000,1.3000,922300,1.3000,1.3000,1.3000,1.3000,0,0,0
SBS,20201120,1.3000,1.3000,1.2000,1.3000,41900,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20201119,1.2000,1.3000,1.2000,1.3000,29200,1.2000,1.3000,1.2000,1.3000,0,0,0
SBS,20201118,1.2000,1.3000,1.2000,1.2000,72441,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20201117,1.3000,1.3000,1.2000,1.3000,1003,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20201116,1.2000,1.3000,1.2000,1.2000,307100,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20201113,1.2000,1.3000,1.2000,1.3000,174904,1.2000,1.3000,1.2000,1.3000,0,0,0
SBS,20201112,1.2000,1.3000,1.1000,1.3000,187820,1.2000,1.3000,1.1000,1.3000,0,0,0
SBS,20201111,1.2000,1.2000,1.2000,1.2000,70400,1.2000,1.2000,1.2000,1.2000,0,0,0
SBS,20201110,1.2000,1.2000,1.2000,1.2000,139200,1.2000,1.2000,1.2000,1.2000,0,0,0
SBS,20201109,1.3000,1.3000,1.2000,1.2000,76430,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20201106,1.2000,1.3000,1.2000,1.2000,66688,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20201105,1.2000,1.3000,1.2000,1.2000,525400,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20201104,1.3000,1.3000,1.2000,1.2000,45430,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20201103,1.2000,1.3000,1.2000,1.3000,13400,1.2000,1.3000,1.2000,1.3000,0,0,0
SBS,20201102,1.3000,1.3000,1.2000,1.2000,3940,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20201030,1.2000,1.3000,1.2000,1.3000,91800,1.2000,1.3000,1.2000,1.3000,0,0,0
SBS,20201029,1.3000,1.3000,1.2000,1.2000,290208,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20201028,1.3000,1.3000,1.2000,1.2000,195700,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20201027,1.3000,1.3000,1.2000,1.3000,88200,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20201026,1.2000,1.3000,1.2000,1.3000,34000,1.2000,1.3000,1.2000,1.3000,0,0,0
SBS,20201023,1.3000,1.3000,1.2000,1.2000,56100,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20201022,1.3000,1.3000,1.2000,1.3000,49900,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20201021,1.3000,1.4000,1.3000,1.3000,346939,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20201020,1.3000,1.4000,1.3000,1.4000,294500,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20201019,1.3000,1.3000,1.2000,1.3000,266000,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20201016,1.3000,1.4000,1.3000,1.3000,110800,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20201015,1.3000,1.4000,1.2000,1.3000,265800,1.3000,1.4000,1.2000,1.3000,0,0,0
SBS,20201014,1.4000,1.4000,1.3000,1.3000,78800,1.4000,1.4000,1.3000,1.3000,0,0,0
SBS,20201013,1.3000,1.3000,1.3000,1.3000,215500,1.3000,1.3000,1.3000,1.3000,0,0,0
SBS,20201012,1.3000,1.3000,1.3000,1.3000,502400,1.3000,1.3000,1.3000,1.3000,0,0,0
SBS,20201009,1.3000,1.4000,1.3000,1.4000,66922,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20201008,1.3000,1.4000,1.3000,1.3000,467215,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20201007,1.3000,1.4000,1.3000,1.3000,394292,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20201006,1.3000,1.4000,1.3000,1.4000,33834,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20201005,1.3000,1.4000,1.3000,1.3000,312154,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20201002,1.3000,1.4000,1.3000,1.4000,717360,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20201001,1.3000,1.4000,1.2000,1.3000,759755,1.3000,1.4000,1.2000,1.3000,0,0,0
SBS,20200930,1.3000,1.3000,1.2000,1.3000,30540,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20200929,1.3000,1.4000,1.2000,1.2000,419531,1.3000,1.4000,1.2000,1.2000,0,0,0
SBS,20200928,1.3000,1.4000,1.3000,1.3000,345717,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20200925,1.4000,1.4000,1.2000,1.3000,431661,1.4000,1.4000,1.2000,1.3000,0,0,0
SBS,20200924,1.4000,1.4000,1.3000,1.3000,148957,1.4000,1.4000,1.3000,1.3000,0,0,0
SBS,20200923,1.4000,1.4000,1.3000,1.4000,185363,1.4000,1.4000,1.3000,1.4000,0,5000,0
SBS,20200922,1.3000,1.4000,1.2000,1.4000,370300,1.3000,1.4000,1.2000,1.4000,0,0,0
SBS,20200921,1.3000,1.3000,1.2000,1.3000,153212,1.3000,1.3000,1.2000,1.3000,0,10000,0
SBS,20200918,1.3000,1.3000,1.2000,1.3000,214723,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20200917,1.3000,1.4000,1.3000,1.3000,334400,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20200916,1.3000,1.4000,1.3000,1.3000,288735,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20200915,1.3000,1.4000,1.3000,1.3000,45800,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20200914,1.3000,1.4000,1.3000,1.3000,151885,1.3000,1.4000,1.3000,1.3000,0,50,0
SBS,20200911,1.3000,1.4000,1.3000,1.4000,157120,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20200910,1.3000,1.3000,1.3000,1.3000,214740,1.3000,1.3000,1.3000,1.3000,0,0,0
SBS,20200909,1.3000,1.3000,1.2000,1.3000,11575,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20200908,1.3000,1.4000,1.2000,1.3000,203400,1.3000,1.4000,1.2000,1.3000,0,0,0
SBS,20200907,1.3000,1.4000,1.3000,1.3000,554339,1.3000,1.4000,1.3000,1.3000,0,0,0
SBS,20200904,1.3000,1.4000,1.2000,1.3000,230769,1.3000,1.4000,1.2000,1.3000,0,0,0
SBS,20200903,1.3000,1.4000,1.3000,1.4000,288611,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20200901,1.3000,1.4000,1.2000,1.4000,760230,1.3000,1.4000,1.2000,1.4000,0,0,0
SBS,20200831,1.3000,1.3000,1.2000,1.2000,621611,1.3000,1.3000,1.2000,1.2000,0,0,0
SBS,20200828,1.4000,1.5000,1.3000,1.4000,847820,1.4000,1.5000,1.3000,1.4000,0,0,0
SBS,20200827,1.4000,1.4000,1.3000,1.4000,964690,1.4000,1.4000,1.3000,1.4000,0,0,0
SBS,20200826,1.3000,1.3000,1.2000,1.3000,1240596,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20200825,1.1000,1.2000,1.1000,1.2000,1056781,1.1000,1.2000,1.1000,1.2000,0,0,2400
SBS,20200824,1.1000,1.2000,1.1000,1.1000,262000,1.1000,1.2000,1.1000,1.1000,0,0,0
SBS,20200821,1.2000,1.2000,1.1000,1.2000,80910,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200820,1.1000,1.2000,1.1000,1.2000,115425,1.1000,1.2000,1.1000,1.2000,0,0,0
SBS,20200819,1.1000,1.2000,1.1000,1.2000,32910,1.1000,1.2000,1.1000,1.2000,0,0,0
SBS,20200818,1.1000,1.1000,1.1000,1.1000,149600,1.1000,1.1000,1.1000,1.1000,0,0,0
SBS,20200817,1.1000,1.2000,1.1000,1.2000,388200,1.1000,1.2000,1.1000,1.2000,0,0,0
SBS,20200814,1.1000,1.2000,1.1000,1.2000,61550,1.1000,1.2000,1.1000,1.2000,0,0,0
SBS,20200813,1.2000,1.2000,1.1000,1.2000,140701,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200812,1.0000,1.1000,1.0000,1.1000,423132,1.0000,1.1000,1.0000,1.1000,0,32,0
SBS,20200811,1.1000,1.1000,1.0000,1.1000,66400,1.1000,1.1000,1.0000,1.1000,0,1400,0
SBS,20200810,1.1000,1.1000,1.0000,1.1000,76800,1.1000,1.1000,1.0000,1.1000,0,0,0
SBS,20200807,1.1000,1.1000,1.0000,1.1000,18652,1.1000,1.1000,1.0000,1.1000,0,2,0
SBS,20200806,1.0000,1.1000,1.0000,1.1000,118400,1.0000,1.1000,1.0000,1.1000,0,6500,0
SBS,20200805,1.0000,1.1000,1.0000,1.0000,396630,1.0000,1.1000,1.0000,1.0000,0,0,0
SBS,20200804,1.1000,1.1000,1.0000,1.1000,5610,1.1000,1.1000,1.0000,1.1000,0,0,0
SBS,20200803,1.1000,1.1000,1.0000,1.1000,2910,1.1000,1.1000,1.0000,1.1000,0,0,0
SBS,20200731,1.0000,1.1000,1.0000,1.0000,119980,1.0000,1.1000,1.0000,1.0000,0,56,0
SBS,20200730,1.0000,1.0000,0.9000,1.0000,100810,1.0000,1.0000,0.9000,1.0000,0,0,50000
SBS,20200729,1.1000,1.1000,0.9000,1.0000,204200,1.1000,1.1000,0.9000,1.0000,0,0,0
SBS,20200728,1.0000,1.1000,0.9000,1.0000,85310,1.0000,1.1000,0.9000,1.0000,0,1700,0
SBS,20200727,1.0000,1.1000,1.0000,1.0000,1125150,1.0000,1.1000,1.0000,1.0000,0,50000,0
SBS,20200724,1.1000,1.1000,1.0000,1.1000,301800,1.1000,1.1000,1.0000,1.1000,0,0,0
SBS,20200723,1.2000,1.2000,1.1000,1.2000,449400,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200722,1.2000,1.2000,1.1000,1.2000,13100,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200721,1.2000,1.2000,1.1000,1.2000,23500,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200720,1.2000,1.2000,1.1000,1.2000,59900,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200717,1.2000,1.2000,1.1000,1.2000,96010,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200716,1.1000,1.2000,1.1000,1.2000,23410,1.1000,1.2000,1.1000,1.2000,0,0,0
SBS,20200715,1.2000,1.2000,1.1000,1.1000,98200,1.2000,1.2000,1.1000,1.1000,0,0,0
SBS,20200714,1.2000,1.2000,1.1000,1.2000,95900,1.2000,1.2000,1.1000,1.2000,0,100,0
SBS,20200713,1.2000,1.3000,1.2000,1.2000,72500,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20200710,1.2000,1.3000,1.2000,1.2000,201410,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20200709,1.2000,1.3000,1.2000,1.2000,311786,1.2000,1.3000,1.2000,1.2000,0,6,0
SBS,20200708,1.2000,1.2000,1.1000,1.2000,171493,1.2000,1.2000,1.1000,1.2000,0,193,0
SBS,20200707,1.2000,1.3000,1.2000,1.2000,244108,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20200706,1.2000,1.3000,1.2000,1.2000,197400,1.2000,1.3000,1.2000,1.2000,0,0,0
SBS,20200703,1.2000,1.3000,1.1000,1.2000,138335,1.2000,1.3000,1.1000,1.2000,0,0,0
SBS,20200702,1.3000,1.3000,1.2000,1.3000,246306,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20200701,1.2000,1.2000,1.1000,1.2000,344910,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200630,1.3000,1.3000,1.1000,1.2000,729210,1.3000,1.3000,1.1000,1.2000,0,0,0
SBS,20200629,1.3000,1.3000,1.2000,1.3000,892100,1.3000,1.3000,1.2000,1.3000,0,0,0
SBS,20200626,1.4000,1.4000,1.3000,1.3000,652100,1.4000,1.4000,1.3000,1.3000,0,0,0
SBS,20200625,1.3000,1.4000,1.3000,1.4000,544500,1.3000,1.4000,1.3000,1.4000,0,0,0
SBS,20200624,1.4000,1.4000,1.3000,1.3000,331000,1.4000,1.4000,1.3000,1.3000,0,0,0
SBS,20200623,1.5000,1.5000,1.3000,1.4000,363437,1.5000,1.5000,1.3000,1.4000,0,0,0
SBS,20200622,1.4000,1.4000,1.4000,1.4000,709754,1.4000,1.4000,1.4000,1.4000,0,0,0
SBS,20200619,1.3000,1.4000,1.2000,1.4000,581865,1.3000,1.4000,1.2000,1.4000,0,0,0
SBS,20200618,1.3000,1.4000,1.2000,1.3000,720100,1.3000,1.4000,1.2000,1.3000,0,0,0
SBS,20200617,1.5000,1.5000,1.3000,1.3000,1448790,1.5000,1.5000,1.3000,1.3000,0,0,0
SBS,20200616,1.5000,1.5000,1.3000,1.5000,1021742,1.5000,1.5000,1.3000,1.5000,0,101,0
SBS,20200615,1.5000,1.6000,1.4000,1.5000,656900,1.5000,1.6000,1.4000,1.5000,0,0,0
SBS,20200612,1.4000,1.6000,1.4000,1.5000,1387301,1.4000,1.6000,1.4000,1.5000,0,0,0
SBS,20200611,1.5000,1.6000,1.4000,1.5000,3323771,1.5000,1.6000,1.4000,1.5000,0,0,0
SBS,20200610,1.4000,1.4000,1.3000,1.4000,546355,1.4000,1.4000,1.3000,1.4000,0,0,0
SBS,20200609,1.3000,1.3000,1.3000,1.3000,419020,1.3000,1.3000,1.3000,1.3000,0,0,0
SBS,20200608,1.2000,1.2000,1.1000,1.2000,705432,1.2000,1.2000,1.1000,1.2000,0,0,0
SBS,20200605,1.1000,1.2000,1.1000,1.2000,267549,1.1000,1.2000,1.1000,1.2000,0,0,0
SBS,20200604,1.1000,1.2000,1.1000,1.2000,325290,1.1000,1.2000,1.1000,1.2000,0,0,0
SBS,20200603,1.1000,1.2000,1.1000,1.1000,302446,1.1000,1.2000,1.1000,1.1000,0,0,0
SBS,20200602,1.1000,1.2000,1.1000,1.2000,763755,1.1000,1.2000,1.1000,1.2000,0,10000,0
SBS,20200601,1.0000,1.1000,0.9000,1.1000,250020,1.0000,1.1000,0.9000,1.1000,0,5000,0
SBS,20200529,1.0000,1.0000,1.0000,1.0000,138900,1.0000,1.0000,1.0000,1.0000,0,0,0
SBS,20200528,1.0000,1.1000,0.9000,1.0000,151600,1.0000,1.1000,0.9000,1.0000,0,0,2000
SBS,20200527,1.0000,1.0000,1.0000,1.0000,235310,1.0000,1.0000,1.0000,1.0000,0,0,0
SBS,20200526,1.0000,1.0000,0.9000,1.0000,561160,1.0000,1.0000,0.9000,1.0000,0,20000,0
SBS,20200525,1.1000,1.1000,1.0000,1.0000,285100,1.1000,1.1000,1.0000,1.0000,0,0,0
SBS,20200522,1.0000,1.1000,1.0000,1.1000,2900,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200521,1.1000,1.1000,1.0000,1.1000,29400,1.1000,1.1000,1.0000,1.1000,0,0,0
SBS,20200520,1.0000,1.1000,1.0000,1.0000,261200,1.0000,1.1000,1.0000,1.0000,0,0,0
SBS,20200519,1.0000,1.1000,1.0000,1.0000,204200,1.0000,1.1000,1.0000,1.0000,0,0,0
SBS,20200518,1.0000,1.1000,1.0000,1.0000,67800,1.0000,1.1000,1.0000,1.0000,0,0,0
SBS,20200515,1.0000,1.1000,1.0000,1.1000,178700,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200514,1.0000,1.1000,1.0000,1.1000,166846,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200513,1.0000,1.1000,1.0000,1.1000,174310,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200512,1.0000,1.1000,1.0000,1.1000,264100,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200511,1.0000,1.1000,1.0000,1.1000,391530,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200508,1.0000,1.1000,0.9000,1.0000,662600,1.0000,1.1000,0.9000,1.0000,0,0,5000
SBS,20200507,1.0000,1.0000,0.9000,1.0000,122700,1.0000,1.0000,0.9000,1.0000,0,10000,0
SBS,20200506,1.0000,1.0000,1.0000,1.0000,243100,1.0000,1.0000,1.0000,1.0000,0,10000,0
SBS,20200505,1.0000,1.0000,0.9000,1.0000,125550,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200504,0.9000,1.0000,0.9000,1.0000,5600,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200429,0.9000,0.9000,0.9000,0.9000,14920,0.9000,0.9000,0.9000,0.9000,0,0,0
SBS,20200428,0.9000,1.0000,0.9000,0.9000,21900,0.9000,1.0000,0.9000,0.9000,0,0,0
SBS,20200427,0.9000,1.0000,0.9000,1.0000,1100,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200424,1.0000,1.0000,0.9000,1.0000,71660,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200423,0.9000,1.0000,0.9000,1.0000,12410,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200422,0.9000,0.9000,0.9000,0.9000,112700,0.9000,0.9000,0.9000,0.9000,0,0,0
SBS,20200421,0.9000,1.0000,0.9000,0.9000,108409,0.9000,1.0000,0.9000,0.9000,0,0,0
SBS,20200420,1.0000,1.0000,0.9000,1.0000,106900,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200417,1.0000,1.0000,0.9000,0.9000,451500,1.0000,1.0000,0.9000,0.9000,0,0,0
SBS,20200416,0.9000,1.0000,0.9000,1.0000,13865,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200415,1.0000,1.0000,0.9000,1.0000,69400,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200414,1.0000,1.0000,0.9000,1.0000,163100,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200413,0.9000,1.0000,0.9000,1.0000,6900,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200410,0.9000,1.0000,0.9000,1.0000,43400,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200409,1.0000,1.0000,0.9000,0.9000,157020,1.0000,1.0000,0.9000,0.9000,0,0,0
SBS,20200408,1.0000,1.0000,0.9000,1.0000,41540,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200407,1.0000,1.0000,0.9000,1.0000,15100,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200406,1.0000,1.0000,0.9000,1.0000,592910,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200403,1.0000,1.0000,0.9000,1.0000,105730,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200401,0.9000,1.0000,0.9000,1.0000,14600,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200331,1.0000,1.0000,0.9000,0.9000,120770,1.0000,1.0000,0.9000,0.9000,0,0,0
SBS,20200330,1.0000,1.0000,0.9000,0.9000,375960,1.0000,1.0000,0.9000,0.9000,0,7000,0
SBS,20200327,1.0000,1.1000,1.0000,1.0000,115800,1.0000,1.1000,1.0000,1.0000,0,0,0
SBS,20200326,1.0000,1.1000,1.0000,1.0000,311210,1.0000,1.1000,1.0000,1.0000,0,0,0
SBS,20200325,1.0000,1.1000,1.0000,1.0000,268800,1.0000,1.1000,1.0000,1.0000,0,0,0
SBS,20200324,1.0000,1.0000,0.9000,1.0000,695700,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200323,1.0000,1.1000,0.9000,0.9000,482139,1.0000,1.1000,0.9000,0.9000,0,39,0
SBS,20200320,1.0000,1.0000,1.0000,1.0000,23700,1.0000,1.0000,1.0000,1.0000,0,0,0
SBS,20200319,1.1000,1.1000,0.9000,1.0000,86160,1.1000,1.1000,0.9000,1.0000,0,3300,0
SBS,20200318,1.0000,1.0000,1.0000,1.0000,615421,1.0000,1.0000,1.0000,1.0000,0,0,0
SBS,20200317,1.0000,1.0000,0.9000,1.0000,142460,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200316,0.9000,1.0000,0.9000,0.9000,29920,0.9000,1.0000,0.9000,0.9000,0,0,0
SBS,20200313,1.0000,1.0000,0.9000,0.9000,222508,1.0000,1.0000,0.9000,0.9000,0,0,0
SBS,20200312,1.0000,1.0000,0.9000,0.9000,210000,1.0000,1.0000,0.9000,0.9000,0,0,0
SBS,20200311,1.0000,1.0000,0.9000,1.0000,283960,1.0000,1.0000,0.9000,1.0000,0,0,0
SBS,20200310,0.9000,1.0000,0.9000,1.0000,90911,0.9000,1.0000,0.9000,1.0000,0,0,0
SBS,20200309,1.0000,1.0000,0.9000,1.0000,273800,1.0000,1.0000,0.9000,1.0000,0,5000,0
SBS,20200306,1.0000,1.1000,1.0000,1.1000,212660,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200305,1.0000,1.1000,1.0000,1.1000,222511,1.0000,1.1000,1.0000,1.1000,0,0,0
SBS,20200304,1.0000,1.1000,1.0000,1.0000,49500,1.0000,1.1000,1.0000,1.0000,0,1200,10000
